counterId,opponentTeam,counterTeam,isHardCounter,battleType,description,video
REBELS_CLS-v-EP_ANTI_REBEL,REBELS_CLS,EP_ANTI_REBEL,TRUE,5v5,"vs CLS Trio:  Shoretrooper brings crit hit immunity, Death Trooper brings daze and stuns, and Director Krennic brings a lot of damage for him and Death Trooper versus rebels (and a revive option of Death Trooper).",
REBELS_CLS-v-NS_MT,REBELS_CLS,NS_MT,FALSE,5v5,"vs CLS Trio and Quartet:  You can start with Mother Talzin calling a mass attack on Chewbacca.  You can also use Plague on the first turn, which will absolutely get her killed, but it will feed Old Daka's turn meter and Asajj Ventress' damage.",
REBELS_CLS-v-NEST_SOLO,REBELS_CLS,NEST_SOLO,FALSE,5v5,,
REBELS_CLS-v-REX_WAMPA,REBELS_CLS,REX_WAMPA,FALSE,5v5,"vs CLS Trio:  If using Mother Talzin, focus on non-AoE attacks against Chewbacca to minimize his counter attacks.  vs CLS Quartet: use Grand Admiral Thrawn, Chirrut Îmwe, and Baze Malbus.  Like always, focus on Chewbacca first.",
REBELS_CLS-v-REX,REBELS_CLS,REX,FALSE,5v5,"vs CLS Quartet:  Add Sith Triumvirate (Darth Traya, Darth Sion, and Darth Nihilus) and Grand Admiral Thrawn.  Use Traya's Isolate on Chewbacca, use Grand Admiral Thrawn's Fracture on Han Solo.  Kill Chewbacca first.",
REBELS_CLS-v-JTR,REBELS_CLS,JTR,FALSE,5v5,"vs CLS Trio:  A tank is recommended (General Kenobi/Amilyn Holdo/L3-37).  If using R2-D2, use his stealth as much as possible to minimize the counter attacks.  For JTR's assist attack, always call BB-8 (if he has Rolling with the Punches zeta) because he will call another Resistance ally to assist.  vs CLS Quartet:  You must use a top tier JTR team (i.e. C-3PO, Enfys Nest, Grand Admiral Thrawn, and Amilyn Holdo)",
REBELS_CLS-v-SEP_DROIDS,REBELS_CLS,SEP_DROIDS,FALSE,5v5,,
REBELS_CLS-v-GK,REBELS_CLS,GK,FALSE,5v5,"vs CLS Trio:  This team stops crits.  If using Mother Talzin, focus on non-AoE attacks against Chewbacca to minimize his counter attacks.",
REBELS_CLS-v-DK_ANTI_REBEL,REBELS_CLS,DK_ANTI_REBEL,FALSE,5v5,"vs CLS Trio:  Need high gear.  This isn't an Imperial Troopers team, Veers lead won't work here.  Shoretrooper brings crit hit immunity, Death Trooper brings daze and stuns, and Director Krennic brings a lot of damage for him and Death Trooper versus rebels (and a revive option of Death Trooper).",
REBELS_CLS_3v3-v-NS_ASAJJ_3v3_OLDDAKAZOMBIE,REBELS_CLS_3v3,NS_ASAJJ_3v3_OLDDAKAZOMBIE,TRUE,3v3,,
REBELS_CLS_3v3-v-GK_WAMPA_3v3,REBELS_CLS_3v3,GK_WAMPA_3v3,FALSE,3v3,Could also swap Enfys Nest for Wampa,
REBELS_CLS_3v3-v-REX_WAMPA,REBELS_CLS_3v3,REX_WAMPA,FALSE,3v3,Could also swap Enfys Nest for Wampa,
REBELS_CLS_3v3-v-OLDBEN_WAMPA_3v3,REBELS_CLS_3v3,OLDBEN_WAMPA_3v3,FALSE,3v3,Could also swap Enfys Nest for Wampa,
REBELS_CLS_3v3-v-QIRA_NEST_HODA,REBELS_CLS_3v3,QIRA_NEST_HODA,FALSE,3v3,,
REBELS_CLS_3v3-v-NS_MT_3v3,REBELS_CLS_3v3,NS_MT_3v3,FALSE,3v3,,
REBELS_WIGGS_3v3-v-IT_3v3,REBELS_WIGGS_3v3,IT_3v3,TRUE,3v3,,
REX_3v3-v-REBELS_CLS_3v3,REX_3v3,REBELS_CLS_3v3,TRUE,3v3,,
ROGUE_ONE-v-BH_BOSSK,ROGUE_ONE,BH_BOSSK,TRUE,5v5,"Boba Fett and Bossk are the key to winning this match.  To use Chirrut's unique ability against him, use Bossk's mass assist ability on Chirrut so he gains a lot of buffs/debuffs, then use Boba Fett's Execute.  After Chirrut is dead, the battle is basically won.",
ROGUE_ONE-v-WAMPA_SOLO,ROGUE_ONE,WAMPA_SOLO,TRUE,5v5,"Additional anti-rebel characters highly recommended.  Director Krennic + Death Trooper can easily win 3v5.  Strong Boba Fett + Wampa can will 2v5.  Optional leaders include: CT-7567 ""Rex"", Director Krennic, Boba Fett, Grand Moff Tarkin, Darth Sidious.  Optional additions: Death Trooper, Enfys Nest.  Kill Chirrut first.",
ROGUE_ONE-v-NEST_SOLO,ROGUE_ONE,NEST_SOLO,FALSE,5v5,,
ROGUE_ONE-v-CLONES_CODY,ROGUE_ONE,CLONES_CODY,FALSE,5v5,"Zeta on CC-2224 ""Cody"" is required.  Use Echo to dispel taunts. Use Rex's tenacity up.  Use Cody's mass assist to kill Chirrut first.",
ROGUE_ONE-v-IT,ROGUE_ONE,IT,FALSE,5v5,Use Death Trooper and Colonel Starck for dispelling.  Use General Veers' mass assist to kill Chirrut first.,
ROGUE_ONE-v-JEDI_QGJ,ROGUE_ONE,JEDI_QGJ,FALSE,5v5,Requires zeta on Qui-Gon Jinn's leadership ability.  Use Qui-Gon Jinn and Ezra Bridger to dispel the taunts.  Jedi Knight Anakin's buff immunity should be very useful against Chirrut.  Kill Chirrut first.,
ROGUE_ONE-v-BH_JANGO,ROGUE_ONE,BH_JANGO,FALSE,5v5,"Use if Bossk is not available.  Boba Fett is the key to winning this match.  To use Chirrut's unique ability against him, attack him a lot so he stacks his heal over time buffs then use Boba Fett's Execute.  After Chirrut is dead, the battle is basically won.",
ROGUE_ONE_3v3-v-REX_WAMPA,ROGUE_ONE_3v3,REX_WAMPA,FALSE,3v3,,
ROGUE_ONE_3v3_CHAZE-v-QIRA_NEST_3v3,ROGUE_ONE_3v3_CHAZE,QIRA_NEST_3v3,TRUE,3v3,Put Hermit Yoda's Master's Training on Enfys Nest and she'll easily clear this team.,
SEP_DROIDS-v-REX_501,SEP_DROIDS,REX_501,FALSE,5v5,"You essentially want Rex to stay alive for as long as possible so that he can use Aerial Advantage to one-shot General Grievous.  Use Ahsoka to dispel MagnaGuard's taunt so you can kill B2 Super Battle Droid first.  Work on B1 Battle Droid or Droideka next, making sure you don't attack MagnaGuard and trigger a taunt or knock GG below 100% health, which would cause him to put Deathmark on an ally droid.  Once Rex's Aerial Advantage is available, use it to one-shot GG.  If you made it this far, you've basically won the battle.",
SEP_DROIDS-v-CLONES_SHAAKTI,SEP_DROIDS,CLONES_SHAAKTI,FALSE,5v5,"You essentially want Rex to stay alive for as long as possible so that he can use Aerial Advantage to one-shot General Grievous.  With this team, you'll more than likely get stuck behind MagnaGuard and will have to kill him first.  You want to kill B2 Super Battle Droid next.  At this point, Rex's Aerial Advantage should be available to one-shot GG.  If you made it this far, you've basically won the battle.",
SEP_DROIDS-v-GALACTIC_REPUBLIC,SEP_DROIDS,GALACTIC_REPUBLIC,FALSE,5v5,,
SEP_DROIDS-v-JEDI_BASTILA_REVAN,SEP_DROIDS,JEDI_BASTILA_REVAN,FALSE,5v5,"Bastila Shan's leadership will give you the necessary tenacity to avoid debuffs.  Kill B2 Battle Droid first, then apply Direct Focus to General Grievous to kill him.",
SEP_DROIDS-v-REBELS_CLS,SEP_DROIDS,REBELS_CLS,FALSE,5v5,"The counterattacks will work against the Separatist Droids.  You want Chewbacca to be fast enough to dispel stealth, so when General Grievous uses his AoE you'll all counterattack him.  If General Grievious' leadership ability has a zeta, you can avoid being target locked with a fast Chirrut instead of R2-D2, so he can apply tenacity after B2's AoE.  The crit avoidance on guarded allies should buy you enough time if you fail to kill General Grievous fast.  If you can use C-3PO to call assists on General Grevious before he does his AoE.",
SEP_DROIDS-v-NS_MT,SEP_DROIDS,NS_MT,FALSE,5v5,Put a zeta on Mother Talzin's leadership ability to maximize Plague and have revives.  Old Daka and Nightsister Zombie need to have tanky mods because of General Grievous.  Daka's Serve Again zeta can help ensure survival.,
SEP_DROIDS-v-SITH_EMPIRE_W_MALAK,SEP_DROIDS,SITH_EMPIRE_W_MALAK,FALSE,5v5,,
SEP_DROIDS-v-SITH_TRI,SEP_DROIDS,SITH_TRI,FALSE,5v5,Does not work well if going against zeta'd Nute Gunray and B2 Super Battle Droid.  Put tanky mods and crit avoidance arrows on Darth Sion and Darth Traya.  Shoretrooper can soak up some damage and provide crit immunity for a turn.  Traya's leadership bring crit avoidance.  Don't bring General Grievous to less that 100% HP and try not to kill anyone until you can one-shot Grievous with Darth Nihilus' Annihilate.  Dispel before annihilate is ready.,
SEP_DROIDS-v-JTR,SEP_DROIDS,JTR,FALSE,5v5,,
SEP_DROIDS_3v3-v-JEDI_BASTILA_REVAN_3v3,SEP_DROIDS_3v3,JEDI_BASTILA_REVAN_3v3,FALSE,3v3,,
SEP_NUTE_3v3-v-GEONOSIANS_3v3,SEP_NUTE_3v3,GEONOSIANS_3v3,TRUE,3v3,Also works well against Wat Tambor.,
SEP_NUTE_3v3-v-EMPIRE_TARKIN_3v3,SEP_NUTE_3v3,EMPIRE_TARKIN_3v3,FALSE,3v3,,
SEP_NUTE_3v3-v-REBELS_CLS_3v3_CHAZE,SEP_NUTE_3v3,REBELS_CLS_3v3_CHAZE,FALSE,3v3,,
SITH_EMPIRE_3v3_W_MALAK-v-THRAWN_3v3_HANCHEWIE,SITH_EMPIRE_3v3_W_MALAK,THRAWN_3v3_HANCHEWIE,FALSE,3v3,"You need better relics on Han Solo than Bastila Shan (Fallen)  Hopefully, kill BSF with Han Solo's opening attack, he attacks through her foresight.  Use Grand Admiral Thrawn's Fracture on Darth Revan.  Then kill Darth Malak.",
SITH_EMPIRE_3v3_WO_MALAK-v-NS_MT_3v3,SITH_EMPIRE_3v3_WO_MALAK,NS_MT_3v3,FALSE,3v3,,
SITH_EMPIRE_3v3_WO_MALAK-v-JEDI_REVAN_3v3_GMYJKA,SITH_EMPIRE_3v3_WO_MALAK,JEDI_REVAN_3v3_GMYJKA,FALSE,3v3,,
SITH_EMPIRE_3v3_WO_MALAK-v-QIRA_NEST_HODA,SITH_EMPIRE_3v3_WO_MALAK,QIRA_NEST_HODA,FALSE,3v3,,
SITH_EMPIRE_3v3_WO_MALAK-v-REBELS_CLS_3v3,SITH_EMPIRE_3v3_WO_MALAK,REBELS_CLS_3v3,FALSE,3v3,,
SITH_EMPIRE_W_MALAK-v-SITH_EMPIRE_W_MALAK,SITH_EMPIRE_W_MALAK,SITH_EMPIRE_W_MALAK,FALSE,5v5,"When facing a faster Darth Revan or Bastila Shan (Fallen) you need pre-taunt.  Strategy 1: Using Grand Admiral Thrawn (must be faster than enemy Bastila), swap turn meter with your Bastila Shan (Fallen), apply fear, and also apply Corrupted Battle Meditation so the enemy Bastila doesn't apply fear (you'll want Bastila's zeta in this case so the increased potency helps Corrupted Battle Meditation.  Strategy 2: Using Grand Master Yoda (must be faster than enemy Bastila), you apply tenacity up, which denies Corrupted Battle Meditation. ",
SITH_EMPIRE_W_MALAK-v-SITH_EMPIRE_WO_MALAK,SITH_EMPIRE_W_MALAK,SITH_EMPIRE_WO_MALAK,FALSE,5v5,"When facing a faster Darth Revan or Bastila Shan (Fallen) you need pre-taunt.  Strategy 1: Using Grand Admiral Thrawn (must be faster than enemy Bastila), swap turn meter with your Bastila Shan (Fallen), apply fear, and also apply Corrupted Battle Meditation so the enemy Bastila doesn't apply fear (you'll want Bastila's zeta in this case so the increased potency helps Corrupted Battle Meditation.  Strategy 2: Using Grand Master Yoda (must be faster than enemy Bastila), you apply tenacity up, which denies Corrupted Battle Meditation. ",
SITH_EMPIRE_W_MALAK-v-JEDI_REVAN,SITH_EMPIRE_W_MALAK,JEDI_REVAN,FALSE,5v5,"Mod Bastila Shan first.  If subbing in Grand Admiral Thrawn (must be faster than enemy Bastila):  Jedi Knight Revan goes first, put Direct Focus on Darth Revan, use Thrawn's Fracture on Darth Revan (before enemy Bastila applies Corrupted Battle Meditation).  If subbing in Hermit Yoda:  Have Hoda that goes first, use Revan's Strategic Advantage on Grand Master Yoda and use his tenacity up to block the fear.  When calling Grand Master Yoda to assist, apply it to Sith Empire Trooper.  On Grand Master Yoda's turns, try to hit Darth Revan, then when he's at 60-70% health use his special for a kill.  You need a pre-taunt on the enemy team (like Sith Empire Trooper) so you can attack someone who isn't Darth Revan until he's at 60-70% health.  Therefore, if enemy has Sith Marauder instead of Sith Empire Trooper, this strategy won't work.",
SITH_EMPIRE_W_MALAK-v-GALACTIC_REPUBLIC_C3PO,SITH_EMPIRE_W_MALAK,GALACTIC_REPUBLIC_C3PO,FALSE,5v5,"Use a slow Padmé team and damage them with Courage.  Kill all besides Malak, then try to put healing immunity and slowly kill malak.  Need high gear, good 6E health mods, and a big of help from RNGesus.",
SITH_EMPIRE_W_MALAK-v-SEP_DROIDS,SITH_EMPIRE_W_MALAK,SEP_DROIDS,FALSE,5v5,"General Grievous needs a super high HP build with a focus on crit.  zzT3-M4 can bring a lot of needed crit damage, but needs a crit chance triangle mod to be reliable.  However, you may still fail if Malak has a crit avoidance arrow mod.",
SITH_EMPIRE_W_MALAK-v-DROIDS_ANTI_MALAK,SITH_EMPIRE_W_MALAK,DROIDS_ANTI_MALAK,FALSE,5v5,"Can sub L3-37 with Chopper.  Can also use IG-88 lead, General Grievous, Imperial Probe Droid, BB-8, and T3-M4.",
SITH_EMPIRE_W_MALAK-v-REBELS_CLS,SITH_EMPIRE_W_MALAK,REBELS_CLS,FALSE,5v5,,
SITH_EMPIRE_W_MALAK-v-MAGMA,SITH_EMPIRE_W_MALAK,MAGMA,FALSE,5v5,,
SITH_EMPIRE_WO_MALAK-v-SITH_EMPIRE_WO_MALAK,SITH_EMPIRE_WO_MALAK,SITH_EMPIRE_WO_MALAK,TRUE,5v5,"When facing a faster Darth Revan or Bastila Shan (Fallen) you need pre-taunt.  Strategy 1: Using Grand Admiral Thrawn (must be faster than enemy Bastila), swap turn meter with your Bastila Shan (Fallen), apply fear, and also apply Corrupted Battle Meditation so the enemy Bastila doesn't apply fear (you'll want Bastila's zeta in this case so the increased potency helps Corrupted Battle Meditation.  Strategy 2: Using Grand Master Yoda (must be faster than enemy Bastila), you apply tenacity up, which denies Corrupted Battle Meditation. ",
SITH_EMPIRE_WO_MALAK-v-GALACTIC_REPUBLIC,SITH_EMPIRE_WO_MALAK,GALACTIC_REPUBLIC,TRUE,5v5,"Use a slow Padmé team and damage them with Courage.  Need high gear, good 6E health mods, and a big of help from RNGesus.",
SITH_EMPIRE_WO_MALAK-v-JEDI_REVAN,SITH_EMPIRE_WO_MALAK,JEDI_REVAN,TRUE,5v5,"Throughout this battle, you'll want to keep Grand Master Yoda's Tenacity up as much as possible to avoid Shock and Corrupted Battle Meditation, and when that fails use General Kenobi's mass cleanse.  Start this battle by using Jedi Knight Revan's Direct Focus on Bastila Shan (Fallen) first, unless Sion is on the team.  Use Grand Master Yoda's Tenacity Buff immediately.  After BSF's mark is cleared (if she's killed or not), work on HK-47.  Feed Grand Master Yoda with Revan's AOE, and bounce Revan's Strategist buff back and forth between GMY and Revan.  NEVER waste any kind of assisted attacks on Darth Revan.  If your Jolee Bindo dies, you're more than likely going to lose.",
SITH_EMPIRE_WO_MALAK-v-EP_TRAYA,SITH_EMPIRE_WO_MALAK,EP_TRAYA,TRUE,5v5,"You want to start a turn meter train using their debuffs.  Darth Nihilus is a must for annihilates, Darth Traya is used so Darth Nihilus won't be debuffed.  Then any support/tank that can help Darth Nihilus get his annihilates or slow the enemy is a good fifth.",
SITH_EMPIRE_WO_MALAK-v-CLONES_SHAAKTI,SITH_EMPIRE_WO_MALAK,CLONES_SHAAKTI,FALSE,5v5,"Make sure to mod CT-7567 ""Rex"" as fast as possible, and he should be able to go first since his unique adds speed for each 501st ally.",https://www.youtube.com/watch?v=QhwRfO6Wjl0&t=255s
SITH_EMPIRE_WO_MALAK-v-SITH_TRI,SITH_EMPIRE_WO_MALAK,SITH_TRI,FALSE,5v5,,
SITH_EMPIRE_WO_MALAK-v-SEP_DROIDS,SITH_EMPIRE_WO_MALAK,SEP_DROIDS,FALSE,5v5,,
SITH_EMPIRE_WO_MALAK-v-REBELS_CLS,SITH_EMPIRE_WO_MALAK,REBELS_CLS,FALSE,5v5,,
SITH_EMPIRE_WO_MALAK-v-BH_JANGO,SITH_EMPIRE_WO_MALAK,BH_JANGO,FALSE,5v5,"You must outspeed them, at least with Bossk.  Get the contract fast (use AoEs to get it done as fast as possible).",
SITH_EMPIRE_WO_MALAK-v-QIRA_NEST_HODA_FULL,SITH_EMPIRE_WO_MALAK,QIRA_NEST_HODA_FULL,FALSE,5v5,The debuffs with buff Enfys Nest.  Revives should allow you to survive long enough for Enfys Nest and Vandor Chewbacca to do the damage and for Hermit Yoda to buff them.  This requires a top team in terms of gear and modding to beat a meta team Darth Revan.,
SITH_EMPIRE_WO_MALAK-v-REBELS_CLS_THRAWN,SITH_EMPIRE_WO_MALAK,REBELS_CLS_THRAWN,FALSE,5v5,"You need a mod advange.  Commander Luke Skywalker needs to go first and the others need to go after him.  This way, CLS opens and grants the team 10% turn meter with his special, clearing the pretaunt int he process.  Thrawn can then Fracture Darth Revan (or alternatively he can swap turn meter with Han Solo, if he's slow).  Then focus on Bastila Shan (Fallen).",
SITH_MAUL-v-BH_BOSSK,SITH_MAUL,BH_BOSSK,TRUE,5v5,,
SITH_MAUL-v-REX,SITH_MAUL,REX,TRUE,5v5,"You want any combination of the following: Boba Fett, Wampa, Shoretrooper, Darth Vader + Emperor Palpatine, Chirrut Îmwe + Baze Malbus, and/or R2-D2",
SITH_MAUL-v-NS_MT,SITH_MAUL,NS_MT,TRUE,5v5,,
SITH_MAUL-v-BH_JANGO,SITH_MAUL,BH_JANGO,TRUE,5v5,,
SITH_MAUL-v-JEDI_BASTILA,SITH_MAUL,JEDI_BASTILA,FALSE,5v5,,
SITH_MAUL-v-GK,SITH_MAUL,GK,FALSE,5v5,You want high damage toons (Wampa or Han Solo + Chewbacca).,
SITH_MAUL-v-PHOENIX,SITH_MAUL,PHOENIX,FALSE,5v5,"If you have Sabine Wren and Garazeb ""Zeb"" Orrelios' zetas, this works a great counter to this high-dodge team, since their zeta'd attacks cannot be evaded.",
SITH_TRI-v-JEDI_REVAN,SITH_TRI,JEDI_REVAN,TRUE,5v5,,
SITH_TRI-v-EP_ANTI-TRAYA,SITH_TRI,EP_ANTI-TRAYA,TRUE,5v5,"You want Imperial Probe Droid to explode on Traya, followed by Death Trooper applying Deathmark for quick kills.  Emperor Palpatine can remove a bit of HP from IPD when healing himself, so IPD can detonate faster.",
SITH_TRI-v-MAGMA,SITH_TRI,MAGMA,TRUE,5v5,"Attack Darth Sion a lot, you won't do much damage but you'll gain a lot of turn meter.  Kill Sion first with Magmatrooper.  Imperial Probe Droid isn't needed unless Magmatrooper fails to kill Sion.",
SITH_TRI-v-CLONES_SHAAKTI,SITH_TRI,CLONES_SHAAKTI,FALSE,5v5,,https://www.youtube.com/watch?v=QhwRfO6Wjl0&t=255s
SITH_TRI-v-REBELS_CLS,SITH_TRI,REBELS_CLS,FALSE,5v5,,
SITH_TRI-v-REBELS_DANGER_ZONE,SITH_TRI,REBELS_DANGER_ZONE,FALSE,5v5,"This is a touch match, especially if they have 6* mods and high crit avoidance/defense/tenacity.",
SITH_TRI-v-JEDI_BASTILA,SITH_TRI,JEDI_BASTILA,FALSE,5v5,Use when you don't have Jedi Knight Revan.  This team has high offense and Bastila Shan's leadership will grant enough tenacity to help against debuffs.,
SITH_TRI-v-BH_JANGO,SITH_TRI,BH_JANGO,FALSE,5v5,"You need the speed advantage (which shouldn't be too hard with good mods and Jango's leadership giving 30+ speed).  You must have Bossk to eat Grand Admiral Thrawn's Fracture and Darth Traya's Isolate.  Activate the contract ASAP using AoEs and Bossk's mass assist.  After that, you should have enough offensive power to win.",
SITH_TRI-v-FO_KRU,SITH_TRI,FO_KRU,FALSE,5v5,"A fast First Order Officer is recommended.  Spam Kylo Ren's AoE to continuously spread turn meter, and let FOO feed First Order Executioner turns.",
SITH_TRI-v-JTR_DROIDS,SITH_TRI,JTR_DROIDS,FALSE,5v5,Could possibly sub C-3PO for Finn or Poe Dameron and still have tons of exposes.  You start with the turn meter advantage from BB-8.  Don't worry about defense from Darth Sion or HP stacking from Darth Nihilus.  Just control the match and follow the kill order to win.,
SITH_TRI-v-EWOKS_C3PO,SITH_TRI,EWOKS_C3PO,FALSE,5v5,,
SITH_TRI_3v3-v-MAGMA_3v3,SITH_TRI_3v3,MAGMA_3v3,TRUE,3v3,,
SITH_TRI_3v3-v-NS_ASAJJ_3v3_OLDDAKAZOMBIE,SITH_TRI_3v3,NS_ASAJJ_3v3_OLDDAKAZOMBIE,TRUE,3v3,,
SITH_TRI_3v3-v-REBELS_CLS,SITH_TRI_3v3,REBELS_CLS,FALSE,3v3,,
SITH_TRI_3v3-v-VADER_3v3,SITH_TRI_3v3,VADER_3v3,FALSE,3v3,,
VADER_3v3-v-EMPIRE_THRAWN_3v3,VADER_3v3,EMPIRE_THRAWN_3v3,FALSE,3v3,,
VADER_3v3-v-FO_KRU_3v3,VADER_3v3,FO_KRU_3v3,FALSE,3v3,,
VADER_3v3-v-SEP_DROIDS_NONGRIEVIOUS_3v3,VADER_3v3,SEP_DROIDS_NONGRIEVIOUS_3v3,FALSE,3v3,,
